lead_id,canonical_anchors,status,decision,reason,candidate_id,catalog_action,family_id
L1080,CHAPTERS/06-Starting-from-Randomness.md:L55-56[U001250],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1081,CHAPTERS/06-Starting-from-Randomness.md:L63-64[U001254];CHAPTERS/06-Starting-from-Randomness.md:L65-66[U001255];CHAPTERS/06-Starting-from-Randomness.md:L67-68[U001256];CHAPTERS/06-Starting-from-Randomness.md:L69-70[U001257];CHAPTERS/06-Starting-from-Randomness.md:L275-276[U001359];CHAPTERS/06-Starting-from-Randomness.md:L277-278[U001360];CHAPTERS/06-Starting-from-Randomness.md:L279-280[U001361];CHAPTERS/06-Starting-from-Randomness.md:L281-282[U001362];CHAPTERS/06-Starting-from-Randomness.md:L671-672[U001557];CHAPTERS/06-Starting-from-Randomness.md:L673-674[U001558];CHAPTERS/06-Starting-from-Randomness.md:L677-678[U001560];CHAPTERS/06-Starting-from-Randomness.md:L679-680[U001561];CHAPTERS/06-Starting-from-Randomness.md:L685-686[U001564];CHAPTERS/06-Starting-from-Randomness.md:L699-700[U001571];CHAPTERS/06-Starting-from-Randomness.md:L701-702[U001572];CHAPTERS/06-Starting-from-Randomness.md:L703-704[U001573];CHAPTERS/06-Starting-from-Randomness.md:L705-706[U001574];CHAPTERS/06-Starting-from-Randomness.md:L707-708[U001575];CHAPTERS/06-Starting-from-Randomness.md:L709-710[U001576],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1082,CHAPTERS/06-Starting-from-Randomness.md:L83-84[U001264];CHAPTERS/06-Starting-from-Randomness.md:L85-86[U001265];CHAPTERS/06-Starting-from-Randomness.md:L87-88[U001266];CHAPTERS/06-Starting-from-Randomness.md:L89-90[U001267];CHAPTERS/06-Starting-from-Randomness.md:L91-92[U001268];CHAPTERS/06-Starting-from-Randomness.md:L93-94[U001269];CHAPTERS/06-Starting-from-Randomness.md:L95-96[U001270];CHAPTERS/06-Starting-from-Randomness.md:L97-98[U001271];CHAPTERS/06-Starting-from-Randomness.md:L111-112[U001278];CHAPTERS/06-Starting-from-Randomness.md:L113-114[U001279];CHAPTERS/06-Starting-from-Randomness.md:L115-116[U001280];CHAPTERS/06-Starting-from-Randomness.md:L141-142[U001293];CHAPTERS/06-Starting-from-Randomness.md:L143-144[U001294];CHAPTERS/06-Starting-from-Randomness.md:L145-146[U001295];CHAPTERS/06-Starting-from-Randomness.md:L147-148[U001296];CHAPTERS/06-Starting-from-Randomness.md:L149-150[U001297];CHAPTERS/06-Starting-from-Randomness.md:L151-152[U001298],WEAK,behavior-classification,four-classes-categorize-output-not-construction-mechanics,,not-serious-candidate,not-applicable
L1083,CHAPTERS/06-Starting-from-Randomness.md:L99-100[U001272];CHAPTERS/06-Starting-from-Randomness.md:L101-102[U001273],WEAK,behavior-example,figures-illustrate-ca-behavior-classes,,not-serious-candidate,not-applicable
L1084,CHAPTERS/06-Starting-from-Randomness.md:L103-104[U001274];CHAPTERS/06-Starting-from-Randomness.md:L105-106[U001275],WEAK,behavior-example,figures-illustrate-ca-behavior-classes,,not-serious-candidate,not-applicable
L1085,CHAPTERS/06-Starting-from-Randomness.md:L107-108[U001276];CHAPTERS/06-Starting-from-Randomness.md:L109-110[U001277],WEAK,behavior-example,figures-illustrate-ca-behavior-classes,,not-serious-candidate,not-applicable
L1086,CHAPTERS/06-Starting-from-Randomness.md:L125-126[U001285];CHAPTERS/06-Starting-from-Randomness.md:L127-128[U001286];CHAPTERS/06-Starting-from-Randomness.md:L129-130[U001287],RESOLVED,cellular-automaton-rule-preset,class-four-ca-rule-preset,,not-serious-candidate,not-applicable
L1087,CHAPTERS/06-Starting-from-Randomness.md:L125-126[U001285];CHAPTERS/06-Starting-from-Randomness.md:L131-132[U001288];CHAPTERS/06-Starting-from-Randomness.md:L133-134[U001289],RESOLVED,cellular-automaton-rule-preset,class-four-ca-rule-preset,,not-serious-candidate,not-applicable
L1088,CHAPTERS/06-Starting-from-Randomness.md:L125-126[U001285];CHAPTERS/06-Starting-from-Randomness.md:L135-136[U001290],RESOLVED,cellular-automaton-rule-preset,class-four-ca-rule-preset,,not-serious-candidate,not-applicable
L1089,CHAPTERS/06-Starting-from-Randomness.md:L125-126[U001285];CHAPTERS/06-Starting-from-Randomness.md:L137-138[U001291];CHAPTERS/06-Starting-from-Randomness.md:L139-140[U001292],RESOLVED,cellular-automaton-rule-preset,class-four-ca-rule-preset,,not-serious-candidate,not-applicable
L1090,CHAPTERS/06-Starting-from-Randomness.md:L165-166[U001305];CHAPTERS/06-Starting-from-Randomness.md:L167-168[U001306],WEAK,behavior-classification,rule-sequence-illustrates-class-transitions,,not-serious-candidate,not-applicable
L1091,CHAPTERS/06-Starting-from-Randomness.md:L177-178[U001311];CHAPTERS/06-Starting-from-Randomness.md:L185-186[U001315];CHAPTERS/06-Starting-from-Randomness.md:L187-188[U001316];CHAPTERS/06-Starting-from-Randomness.md:L189-190[U001317];CHAPTERS/06-Starting-from-Randomness.md:L191-192[U001318];CHAPTERS/06-Starting-from-Randomness.md:L193-194[U001319];CHAPTERS/06-Starting-from-Randomness.md:L195-196[U001320];CHAPTERS/06-Starting-from-Randomness.md:L201-202[U001323],RESOLVED,continuous-cellular-automaton,continuous-rule-parameter-varies-within-one-mechanics-family,,not-serious-candidate,not-applicable
L1092,CHAPTERS/06-Starting-from-Randomness.md:L189-190[U001317];CHAPTERS/06-Starting-from-Randomness.md:L193-194[U001319];CHAPTERS/06-Starting-from-Randomness.md:L197-198[U001321];CHAPTERS/06-Starting-from-Randomness.md:L201-202[U001323],RESOLVED,continuous-cellular-automaton,continuous-ca-rule-preset,,not-serious-candidate,not-applicable
L1093,CHAPTERS/06-Starting-from-Randomness.md:L197-198[U001321];CHAPTERS/06-Starting-from-Randomness.md:L199-200[U001322];CHAPTERS/06-Starting-from-Randomness.md:L201-202[U001323],RESOLVED,continuous-cellular-automaton,continuous-ca-rule-preset,,not-serious-candidate,not-applicable
L1094,CHAPTERS/06-Starting-from-Randomness.md:L205-206[U001325];CHAPTERS/06-Starting-from-Randomness.md:L207-208[U001326];CHAPTERS/06-Starting-from-Randomness.md:L209-210[U001327];CHAPTERS/06-Starting-from-Randomness.md:L223-224[U001334];CHAPTERS/06-Starting-from-Randomness.md:L225-226[U001335],RESOLVED,spacetime-observer,stacks-or-samples-ca-states-through-time,,not-serious-candidate,not-applicable
L1095,CHAPTERS/06-Starting-from-Randomness.md:L213-214[U001329];CHAPTERS/06-Starting-from-Randomness.md:L227-228[U001336];CHAPTERS/06-Starting-from-Randomness.md:L229-232[U001337];CHAPTERS/06-Starting-from-Randomness.md:L233-234[U001338];CHAPTERS/06-Starting-from-Randomness.md:L235-236[U001339];CHAPTERS/06-Starting-from-Randomness.md:L237-238[U001340];CHAPTERS/06-Starting-from-Randomness.md:L239-240[U001341],RESOLVED,cellular-automaton-rule-preset,game-of-life-or-localized-structure-preset,,not-serious-candidate,not-applicable
L1096,CHAPTERS/06-Starting-from-Randomness.md:L215-216[U001330];CHAPTERS/06-Starting-from-Randomness.md:L217-218[U001331];CHAPTERS/06-Starting-from-Randomness.md:L219-220[U001332];CHAPTERS/06-Starting-from-Randomness.md:L221-222[U001333];CHAPTERS/06-Starting-from-Randomness.md:L223-224[U001334];CHAPTERS/06-Starting-from-Randomness.md:L225-226[U001335],RESOLVED,cellular-automaton-rule-preset,game-of-life-or-localized-structure-preset,,not-serious-candidate,not-applicable
L1097,CHAPTERS/06-Starting-from-Randomness.md:L227-228[U001336];CHAPTERS/06-Starting-from-Randomness.md:L233-234[U001338];CHAPTERS/06-Starting-from-Randomness.md:L235-236[U001339];CHAPTERS/06-Starting-from-Randomness.md:L237-238[U001340];CHAPTERS/06-Starting-from-Randomness.md:L239-240[U001341],RESOLVED,cellular-automaton-rule-preset,game-of-life-or-localized-structure-preset,,not-serious-candidate,not-applicable
L1098,CHAPTERS/06-Starting-from-Randomness.md:L245-246[U001344];CHAPTERS/06-Starting-from-Randomness.md:L247-248[U001345];CHAPTERS/06-Starting-from-Randomness.md:L249-250[U001346];CHAPTERS/06-Starting-from-Randomness.md:L253-254[U001348];CHAPTERS/06-Starting-from-Randomness.md:L255-256[U001349];CHAPTERS/06-Starting-from-Randomness.md:L257-258[U001350];CHAPTERS/06-Starting-from-Randomness.md:L259-260[U001351];CHAPTERS/06-Starting-from-Randomness.md:L261-262[U001352];CHAPTERS/06-Starting-from-Randomness.md:L275-276[U001359];CHAPTERS/06-Starting-from-Randomness.md:L277-278[U001360];CHAPTERS/06-Starting-from-Randomness.md:L279-280[U001361];CHAPTERS/06-Starting-from-Randomness.md:L281-282[U001362],RESOLVED,sensitivity-observer,compares-evolution-after-a-one-cell-seed-perturbation,,not-serious-candidate,not-applicable
L1099,CHAPTERS/06-Starting-from-Randomness.md:L289-290[U001366];CHAPTERS/06-Starting-from-Randomness.md:L325-326[U001384];CHAPTERS/06-Starting-from-Randomness.md:L327-328[U001385];CHAPTERS/06-Starting-from-Randomness.md:L329-330[U001386];CHAPTERS/06-Starting-from-Randomness.md:L331-332[U001387];CHAPTERS/06-Starting-from-Randomness.md:L333-334[U001388];CHAPTERS/06-Starting-from-Randomness.md:L335-336[U001389];CHAPTERS/06-Starting-from-Randomness.md:L337-338[U001390];CHAPTERS/06-Starting-from-Randomness.md:L339-340[U001391];CHAPTERS/06-Starting-from-Randomness.md:L341-342[U001392];CHAPTERS/06-Starting-from-Randomness.md:L343-344[U001393],WEAK,behavior-explanation,limited-communication-explains-class-two-behavior,,not-serious-candidate,not-applicable
L1100,CHAPTERS/06-Starting-from-Randomness.md:L291-292[U001367];CHAPTERS/06-Starting-from-Randomness.md:L293-294[U001368];CHAPTERS/06-Starting-from-Randomness.md:L295-296[U001369];CHAPTERS/06-Starting-from-Randomness.md:L297-298[U001370];CHAPTERS/06-Starting-from-Randomness.md:L299-300[U001371];CHAPTERS/06-Starting-from-Randomness.md:L301-302[U001372];CHAPTERS/06-Starting-from-Randomness.md:L303-304[U001373];CHAPTERS/06-Starting-from-Randomness.md:L305-306[U001374];CHAPTERS/06-Starting-from-Randomness.md:L307-308[U001375];CHAPTERS/06-Starting-from-Randomness.md:L309-310[U001376],RESOLVED,finite-modular-map,cyclic-addition-is-an-iterated-finite-state-map,,not-serious-candidate,not-applicable
L1101,CHAPTERS/06-Starting-from-Randomness.md:L311-312[U001377];CHAPTERS/06-Starting-from-Randomness.md:L313-314[U001378];CHAPTERS/06-Starting-from-Randomness.md:L315-316[U001379];CHAPTERS/06-Starting-from-Randomness.md:L317-318[U001380];CHAPTERS/06-Starting-from-Randomness.md:L319-320[U001381],RESOLVED,finite-modular-map,cyclic-multiplication-is-an-iterated-finite-state-map,,not-serious-candidate,not-applicable
L1102,CHAPTERS/06-Starting-from-Randomness.md:L323-324[U001383];CHAPTERS/06-Starting-from-Randomness.md:L327-328[U001385];CHAPTERS/06-Starting-from-Randomness.md:L331-332[U001387];CHAPTERS/06-Starting-from-Randomness.md:L335-336[U001389];CHAPTERS/06-Starting-from-Randomness.md:L337-338[U001390];CHAPTERS/06-Starting-from-Randomness.md:L339-340[U001391];CHAPTERS/06-Starting-from-Randomness.md:L343-344[U001393],RESOLVED,finite-ring-cellular-automaton,cyclic-boundary-is-finite-domain-data,,not-serious-candidate,not-applicable
L1103,CHAPTERS/06-Starting-from-Randomness.md:L333-334[U001388];CHAPTERS/06-Starting-from-Randomness.md:L343-344[U001393],WEAK,behavior-property,period-or-seed-dependence-is-a-ca-property,,not-serious-candidate,not-applicable
L1104,CHAPTERS/06-Starting-from-Randomness.md:L379-380[U001411];CHAPTERS/06-Starting-from-Randomness.md:L381-382[U001412];CHAPTERS/06-Starting-from-Randomness.md:L383-384[U001413];CHAPTERS/06-Starting-from-Randomness.md:L385-386[U001414];CHAPTERS/06-Starting-from-Randomness.md:L483-484[U001463];CHAPTERS/06-Starting-from-Randomness.md:L485-486[U001464],WEAK,behavior-property,period-or-seed-dependence-is-a-ca-property,,not-serious-candidate,not-applicable
L1105,CHAPTERS/06-Starting-from-Randomness.md:L421-422[U001432];CHAPTERS/06-Starting-from-Randomness.md:L423-424[U001433];CHAPTERS/06-Starting-from-Randomness.md:L425-426[U001434];CHAPTERS/06-Starting-from-Randomness.md:L427-428[U001435];CHAPTERS/06-Starting-from-Randomness.md:L437-438[U001440];CHAPTERS/06-Starting-from-Randomness.md:L439-440[U001441];CHAPTERS/06-Starting-from-Randomness.md:L671-672[U001557];CHAPTERS/06-Starting-from-Randomness.md:L673-674[U001558];CHAPTERS/06-Starting-from-Randomness.md:L679-680[U001561],WEAK,behavior-property,period-or-seed-dependence-is-a-ca-property,,not-serious-candidate,not-applicable
L1106,CHAPTERS/06-Starting-from-Randomness.md:L429-430[U001436];CHAPTERS/06-Starting-from-Randomness.md:L431-432[U001437];CHAPTERS/06-Starting-from-Randomness.md:L433-434[U001438];CHAPTERS/06-Starting-from-Randomness.md:L435-436[U001439],RESOLVED,cellular-automaton-seed,special-block-pattern-is-an-initial-condition,,not-serious-candidate,not-applicable
L1107,CHAPTERS/06-Starting-from-Randomness.md:L445-446[U001444];CHAPTERS/06-Starting-from-Randomness.md:L447-448[U001445];CHAPTERS/06-Starting-from-Randomness.md:L449-450[U001446];CHAPTERS/06-Starting-from-Randomness.md:L451-452[U001447];CHAPTERS/06-Starting-from-Randomness.md:L453-454[U001448];CHAPTERS/06-Starting-from-Randomness.md:L455-456[U001449],RESOLVED,emulation-encoding,cell-blocks-encode-another-ca-rule-or-rescaled-copy,,not-serious-candidate,not-applicable
L1108,CHAPTERS/06-Starting-from-Randomness.md:L461-462[U001452];CHAPTERS/06-Starting-from-Randomness.md:L463-464[U001453];CHAPTERS/06-Starting-from-Randomness.md:L465-466[U001454];CHAPTERS/06-Starting-from-Randomness.md:L467-468[U001455];CHAPTERS/06-Starting-from-Randomness.md:L469-470[U001456];CHAPTERS/06-Starting-from-Randomness.md:L471-472[U001457];CHAPTERS/06-Starting-from-Randomness.md:L473-474[U001458],RESOLVED,emulation-encoding,cell-blocks-encode-another-ca-rule-or-rescaled-copy,,not-serious-candidate,not-applicable
L1109,CHAPTERS/06-Starting-from-Randomness.md:L475-476[U001459];CHAPTERS/06-Starting-from-Randomness.md:L477-478[U001460];CHAPTERS/06-Starting-from-Randomness.md:L479-480[U001461];CHAPTERS/06-Starting-from-Randomness.md:L481-482[U001462];CHAPTERS/06-Starting-from-Randomness.md:L483-484[U001463];CHAPTERS/06-Starting-from-Randomness.md:L485-486[U001464],RESOLVED,emulation-encoding,cell-blocks-encode-another-ca-rule-or-rescaled-copy,,not-serious-candidate,not-applicable
L1110,CHAPTERS/06-Starting-from-Randomness.md:L487-488[U001465];CHAPTERS/06-Starting-from-Randomness.md:L489-490[U001466];CHAPTERS/06-Starting-from-Randomness.md:L491-492[U001467];CHAPTERS/06-Starting-from-Randomness.md:L493-494[U001468];CHAPTERS/06-Starting-from-Randomness.md:L495-496[U001469];CHAPTERS/06-Starting-from-Randomness.md:L501-502[U001472];CHAPTERS/06-Starting-from-Randomness.md:L503-504[U001473];CHAPTERS/06-Starting-from-Randomness.md:L505-506[U001474];CHAPTERS/06-Starting-from-Randomness.md:L509-510[U001476];CHAPTERS/06-Starting-from-Randomness.md:L511-512[U001477],RESOLVED,emulation-encoding,cell-blocks-encode-another-ca-rule-or-rescaled-copy,,not-serious-candidate,not-applicable
L1111,CHAPTERS/06-Starting-from-Randomness.md:L487-488[U001465];CHAPTERS/06-Starting-from-Randomness.md:L489-490[U001466];CHAPTERS/06-Starting-from-Randomness.md:L491-492[U001467];CHAPTERS/06-Starting-from-Randomness.md:L493-494[U001468];CHAPTERS/06-Starting-from-Randomness.md:L495-496[U001469];CHAPTERS/06-Starting-from-Randomness.md:L507-508[U001475],RESOLVED,emulation-encoding,cell-blocks-encode-another-ca-rule-or-rescaled-copy,,not-serious-candidate,not-applicable
L1112,CHAPTERS/06-Starting-from-Randomness.md:L497-498[U001470];CHAPTERS/06-Starting-from-Randomness.md:L499-500[U001471];CHAPTERS/06-Starting-from-Randomness.md:L501-502[U001472];CHAPTERS/06-Starting-from-Randomness.md:L505-506[U001474],RESOLVED,cellular-automaton-seed,nested-background-is-an-initial-condition-preset,,not-serious-candidate,not-applicable
L1113,CHAPTERS/06-Starting-from-Randomness.md:L515-516[U001479];CHAPTERS/06-Starting-from-Randomness.md:L517-518[U001480],RESOLVED,cellular-automaton-seed,nested-background-is-an-initial-condition-preset,,not-serious-candidate,not-applicable
L1114,CHAPTERS/06-Starting-from-Randomness.md:L523-524[U001483];CHAPTERS/06-Starting-from-Randomness.md:L545-546[U001494];CHAPTERS/06-Starting-from-Randomness.md:L553-554[U001498],WEAK,attractor-property,reachable-configurations-and-preimages-describe-behavior,,not-serious-candidate,not-applicable
L1115,CHAPTERS/06-Starting-from-Randomness.md:L525-526[U001484];CHAPTERS/06-Starting-from-Randomness.md:L527-528[U001485];CHAPTERS/06-Starting-from-Randomness.md:L529-530[U001486],WEAK,attractor-property,reachable-configurations-and-preimages-describe-behavior,,not-serious-candidate,not-applicable
L1116,CHAPTERS/06-Starting-from-Randomness.md:L525-526[U001484];CHAPTERS/06-Starting-from-Randomness.md:L527-528[U001485];CHAPTERS/06-Starting-from-Randomness.md:L529-530[U001486];CHAPTERS/06-Starting-from-Randomness.md:L531-532[U001487],WEAK,attractor-property,reachable-configurations-and-preimages-describe-behavior,,not-serious-candidate,not-applicable
L1117,CHAPTERS/06-Starting-from-Randomness.md:L527-528[U001485];CHAPTERS/06-Starting-from-Randomness.md:L529-530[U001486],WEAK,attractor-property,reachable-configurations-and-preimages-describe-behavior,,not-serious-candidate,not-applicable
L1118,CHAPTERS/06-Starting-from-Randomness.md:L527-528[U001485];CHAPTERS/06-Starting-from-Randomness.md:L529-530[U001486];CHAPTERS/06-Starting-from-Randomness.md:L533-534[U001488],WEAK,attractor-property,reachable-configurations-and-preimages-describe-behavior,,not-serious-candidate,not-applicable
L1119,CHAPTERS/06-Starting-from-Randomness.md:L535-536[U001489];CHAPTERS/06-Starting-from-Randomness.md:L537-538[U001490];CHAPTERS/06-Starting-from-Randomness.md:L539-540[U001491],WEAK,attractor-property,reachable-configurations-and-preimages-describe-behavior,,not-serious-candidate,not-applicable
L1120,CHAPTERS/06-Starting-from-Randomness.md:L541-542[U001492];CHAPTERS/06-Starting-from-Randomness.md:L543-544[U001493];CHAPTERS/06-Starting-from-Randomness.md:L545-546[U001494];CHAPTERS/06-Starting-from-Randomness.md:L547-548[U001495];CHAPTERS/06-Starting-from-Randomness.md:L549-550[U001496];CHAPTERS/06-Starting-from-Randomness.md:L551-552[U001497];CHAPTERS/06-Starting-from-Randomness.md:L553-554[U001498];CHAPTERS/06-Starting-from-Randomness.md:L555-556[U001499];CHAPTERS/06-Starting-from-Randomness.md:L557-558[U001500];CHAPTERS/06-Starting-from-Randomness.md:L559-560[U001501];CHAPTERS/06-Starting-from-Randomness.md:L561-562[U001502];CHAPTERS/06-Starting-from-Randomness.md:L563-564[U001503];CHAPTERS/06-Starting-from-Randomness.md:L565-566[U001504];CHAPTERS/06-Starting-from-Randomness.md:L567-568[U001505];CHAPTERS/06-Starting-from-Randomness.md:L569-570[U001506];CHAPTERS/06-Starting-from-Randomness.md:L583-584[U001513];CHAPTERS/06-Starting-from-Randomness.md:L585-586[U001514];CHAPTERS/06-Starting-from-Randomness.md:L587-588[U001515],RESOLVED,regular-language-observer,finite-network-represents-all-allowed-cell-sequences,,not-serious-candidate,not-applicable
L1121,CHAPTERS/06-Starting-from-Randomness.md:L555-556[U001499];CHAPTERS/06-Starting-from-Randomness.md:L557-558[U001500];CHAPTERS/06-Starting-from-Randomness.md:L559-560[U001501];CHAPTERS/06-Starting-from-Randomness.md:L561-562[U001502];CHAPTERS/06-Starting-from-Randomness.md:L563-564[U001503],RESOLVED,regular-language-observer,network-tracks-shrinking-sets-of-allowed-sequences,,not-serious-candidate,not-applicable
L1122,CHAPTERS/06-Starting-from-Randomness.md:L573-574[U001508];CHAPTERS/06-Starting-from-Randomness.md:L575-576[U001509];CHAPTERS/06-Starting-from-Randomness.md:L577-578[U001510];CHAPTERS/06-Starting-from-Randomness.md:L579-580[U001511];CHAPTERS/06-Starting-from-Randomness.md:L581-582[U001512],WEAK,mapping-property,surjectivity-is-a-property-of-the-ca-global-map,,not-serious-candidate,not-applicable
L1123,CHAPTERS/06-Starting-from-Randomness.md:L583-584[U001513];CHAPTERS/06-Starting-from-Randomness.md:L585-586[U001514];CHAPTERS/06-Starting-from-Randomness.md:L587-588[U001515],RESOLVED,regular-language-observer,network-represents-restricted-seed-sequences,,not-serious-candidate,not-applicable
L1124,CHAPTERS/06-Starting-from-Randomness.md:L595-596[U001519];CHAPTERS/06-Starting-from-Randomness.md:L607-608[U001525];CHAPTERS/06-Starting-from-Randomness.md:L609-610[U001526];CHAPTERS/06-Starting-from-Randomness.md:L621-622[U001532];CHAPTERS/06-Starting-from-Randomness.md:L623-624[U001533];CHAPTERS/06-Starting-from-Randomness.md:L627-628[U001535];CHAPTERS/06-Starting-from-Randomness.md:L629-630[U001536];CHAPTERS/06-Starting-from-Randomness.md:L635-636[U001539];CHAPTERS/06-Starting-from-Randomness.md:L637-638[U001540],WEAK,implementation-technique,enumerates-seeds-to-find-persistent-structures,,not-serious-candidate,not-applicable
